class_id,ethnic,n_eff,n_indiv,share_in_class,mean_dkl,share_positive_dkl,class_name
039,Black,882.3539000000001,6680,0.13208890718562874,0.00843112402989035,0.4895994679685781,Transport & Travel
039,API,448.0437,6680,0.06707241017964072,0.003996187106523041,0.516414581881187,Transport & Travel
039,AIAN,39.4478,6680,0.005905359281437126,0.008906173478450147,0.49870715223662665,Transport & Travel
039,2+races,121.4222,6680,0.018176976047904192,0.012912612214244609,0.5048928449657476,Transport & Travel
039,Hispanic,711.2648,6680,0.10647676646706587,0.02859108262956903,0.5622590911289297,Transport & Travel
040,White,4223.893399999999,6567,0.6431998477234656,0.01277313464613195,0.49370625688612324,Materials Treatment
040,Black,888.2433000000001,6567,0.13525861123800823,0.009170270977390753,0.503183418326938,Materials Treatment
040,API,618.2891,6567,0.09415092127303182,0.09302809685694692,0.6360949918088481,Materials Treatment
040,AIAN,41.7451,6567,0.006356799147251409,-0.008032038543809569,0.4827512690112133,Materials Treatment
040,2+races,120.7601,6567,0.01838892949596467,0.018566490548200473,0.50764615133641,Materials Treatment
040,Hispanic,649.9573,6567,0.09897324501294351,0.011313283518312636,0.5141333130653353,Materials Treatment
041,White,97809.98079999999,144335,0.6776594782970173,0.01979600019792766,0.5243670173586212,Education & Entertainment
041,Black,20703.166599999997,144335,0.14343829701735544,0.021757242488406575,0.5308090550746958,Education & Entertainment
041,API,6525.1556,144335,0.045208408216995184,0.027199234183946465,0.5412853449808921,Education & Entertainment
041,AIAN,929.7449,144335,0.006441576194270274,0.015746953792881904,0.5172104735395698,Education & Entertainment
041,2+races,2628.9532,144335,0.01821424602487269,0.021405610540908143,0.5300686219899235,Education & Entertainment
041,Hispanic,15240.059799999999,144335,0.10558810960612464,0.007690331727958937,0.496921547512563,Education & Entertainment
042,White,26153.5453,37619,0.6952217044578538,-0.03283881415495496,0.45651986233774583,Scientific & Tech Services
042,Black,4239.0338,37619,0.11268331959913874,-0.026184369236855114,0.45166455148340645,Scientific & Tech Services
042,API,3135.7343,37619,0.08335506791780749,0.00870204970536597,0.5025520497702881,Scientific & Tech Services
